t,0_y0,0_x0,0_s0,0_y1,0_x1,0_s1,0_y2,0_x2,0_s2,0_y3,0_x3,0_s3,0_y4,0_x4,0_s4,0_y5,0_x5,0_s5,0_y6,0_x6,0_s6,0_y7,0_x7,0_s7,0_y8,0_x8,0_s8,0_y9,0_x9,0_s9,0_y10,0_x10,0_s10,0_y11,0_x11,0_s11,0_y12,0_x12,0_s12,0_y13,0_x13,0_s13,0_y14,0_x14,0_s14,0_y15,0_x15,0_s15,0_y16,0_x16,0_s16
0.5063929557800293,0.39791855,0.47878247,0.8033818,0.38907075,0.4861129,0.80423295,0.389119,0.47183606,0.8676509,0.4026754,0.49497458,0.81495255,0.4012586,0.46226904,0.78184694,0.475049,0.5099048,0.9054658,0.46755514,0.4422322,0.8911462,0.53142184,0.53857064,0.8860863,0.51673675,0.40653357,0.802456,0.58955145,0.5142044,0.8285412,0.5740536,0.43325338,0.78927284,0.6327972,0.4935246,0.8535152,0.62872297,0.45359537,0.920857,0.75835395,0.50228745,0.8671077,0.7540199,0.4397831,0.89378107,0.86766875,0.5060476,0.9027472,0.86530155,0.43315944,0.85962284
1.767155408859253,0.39861974,0.4785436,0.7951527,0.38976988,0.48587447,0.8057317,0.38916123,0.47167435,0.86221874,0.403486,0.49443775,0.76498705,0.40139112,0.46206608,0.79197836,0.4700869,0.5118165,0.8772369,0.46450537,0.44034672,0.93566895,0.5295404,0.53954893,0.90519094,0.5184479,0.40488425,0.83642006,0.5905142,0.51488686,0.813744,0.5777524,0.4335192,0.83452374,0.6275105,0.49333334,0.88412756,0.6215948,0.45320472,0.92378306,0.7576234,0.50249153,0.8643609,0.75299424,0.4415706,0.895826,0.86709946,0.5061526,0.89701277,0.8640453,0.43314013,0.8574592
3.1337265968322754,0.3991871,0.47836056,0.8092666,0.3903156,0.48560986,0.8199301,0.38941938,0.47159266,0.85633683,0.403475,0.49409923,0.7377711,0.40089017,0.46200854,0.7953539,0.46997112,0.5120629,0.87886345,0.46554062,0.4402164,0.9360131,0.5297674,0.5394958,0.91391003,0.5191528,0.40513626,0.82946366,0.5892713,0.51508945,0.82257736,0.5779439,0.43350998,0.84548193,0.62854975,0.49329278,0.8871343,0.6223526,0.45358244,0.9155193,0.76045215,0.5024349,0.89215195,0.7539889,0.44074926,0.8919322,0.86854374,0.5051286,0.89849305,0.86258805,0.4337351,0.8902553
4.387544870376587,0.39837396,0.47832608,0.79026926,0.38934183,0.48561445,0.8036213,0.38908383,0.47160873,0.8539917,0.4026761,0.49436894,0.77933466,0.40028045,0.46233174,0.79976684,0.46991298,0.5116679,0.86957383,0.4646109,0.44048262,0.934645,0.52955616,0.5397598,0.9062691,0.51875764,0.40580875,0.8317327,0.5897912,0.5147576,0.81682944,0.5778812,0.43339273,0.8199406,0.62913746,0.49327308,0.8859247,0.6226448,0.4533289,0.9146959,0.7579078,0.5022959,0.8647719,0.7528207,0.44118235,0.89670795,0.86679876,0.50629514,0.89813024,0.861904,0.43344665,0.88575476
5.644864082336426,0.3984917,0.47879037,0.8157658,0.38945198,0.48610178,0.79397947,0.38915667,0.47207904,0.8504704,0.40217757,0.49447805,0.8054571,0.39928144,0.4624861,0.79290897,0.4711942,0.5110231,0.8915826,0.4651518,0.4416976,0.9200889,0.5307082,0.53912777,0.8903575,0.5174401,0.4062563,0.8419091,0.5880129,0.51531523,0.83414143,0.5764915,0.43298808,0.8244421,0.6310362,0.49301288,0.86976093,0.62531793,0.45294663,0.9102433,0.75813854,0.5024278,0.8679456,0.7517969,0.44055223,0.89761555,0.86738896,0.5051747,0.9030672,0.8615729,0.4332726,0.88361824
6.934106349945068,0.3995497,0.4786225,0.8377667,0.3899123,0.4858604,0.802146,0.3897804,0.4717079,0.86694753,0.40214944,0.49462953,0.8156359,0.40034848,0.46231946,0.8023711,0.4710639,0.5114395,0.8759487,0.46494287,0.4410161,0.92860293,0.53065354,0.5393379,0.895745,0.5172183,0.40615422,0.8441636,0.58848566,0.5150469,0.83438426,0.5759109,0.4330483,0.8061336,0.6294362,0.49337026,0.885518,0.62330985,0.45369098,0.9081195,0.759812,0.5022407,0.8862703,0.75174445,0.44047353,0.8983563,0.86830324,0.5052105,0.9013721,0.86211395,0.43345293,0.8851064
8.330579996109009,0.39969096,0.47855583,0.82668704,0.39030576,0.48585257,0.79956317,0.38994014,0.47185627,0.8661774,0.4023406,0.49449655,0.8066991,0.40011448,0.46227178,0.81034106,0.4705714,0.51190996,0.8808217,0.46445453,0.44060922,0.9363167,0.5293195,0.5399113,0.8956487,0.5163921,0.40632516,0.85831916,0.58877563,0.51545626,0.8464252,0.57619965,0.4327223,0.8269596,0.629069,0.49326712,0.8784954,0.6226867,0.45376068,0.91309386,0.7572652,0.5024917,0.87761337,0.7519269,0.44049793,0.8997087,0.86729354,0.505407,0.89834356,0.86305356,0.43367964,0.8770839
9.621798038482666,0.3995679,0.47849178,0.80632806,0.39050132,0.4858062,0.7840651,0.3896498,0.47186872,0.86346465,0.40320966,0.494517,0.7821297,0.39998448,0.46231052,0.80388564,0.46934673,0.51285356,0.8759447,0.46409258,0.4399285,0.94021004,0.5296162,0.5397429,0.9126402,0.5173037,0.40552217,0.85171676,0.58942014,0.5159839,0.8366155,0.57723695,0.43230495,0.837532,0.62767214,0.4931802,0.8844611,0.62114096,0.45317554,0.93070453,0.7572968,0.5023347,0.883928,0.7509506,0.44036013,0.9055684,0.8669218,0.505573,0.8892136,0.8619091,0.43326423,0.8843328
10.843705654144287,0.39905483,0.47825742,0.78675467,0.38991162,0.4857454,0.8043106,0.38947842,0.47172084,0.8631795,0.4025694,0.4950803,0.82344544,0.3994572,0.4624401,0.7578619,0.46884692,0.5136313,0.88640374,0.46317703,0.44011542,0.93830407,0.52915186,0.5394899,0.90517724,0.5175396,0.4060166,0.85277617,0.5891355,0.5147006,0.848896,0.577746,0.43285725,0.8251804,0.6266032,0.49335557,0.8753704,0.62065494,0.4531942,0.9342051,0.75727093,0.5016013,0.8782412,0.7501773,0.44099584,0.8942428,0.8665718,0.505578,0.8829562,0.862311,0.43371564,0.8828295
12.068636178970337,0.3975858,0.47813368,0.7486149,0.38837785,0.48572168,0.7888501,0.38832602,0.47149077,0.8524946,0.4011429,0.49501297,0.83269626,0.39836562,0.46232915,0.7769831,0.468556,0.5133004,0.8921531,0.4634285,0.43975496,0.9304741,0.5308634,0.54048795,0.9107354,0.5172282,0.40650865,0.8691866,0.5901784,0.51533836,0.82914114,0.57844704,0.4330278,0.84082115,0.6273254,0.49298778,0.8658778,0.621649,0.45296502,0.9296003,0.7557993,0.5016996,0.8710909,0.75085706,0.44063655,0.9038276,0.8674135,0.50559133,0.8910541,0.86241597,0.4329872,0.8800842
13.294520854949951,0.3972714,0.47876745,0.75259686,0.38820577,0.48643252,0.7609852,0.3878799,0.4720417,0.82242525,0.40100417,0.49529597,0.8413158,0.39821863,0.46257463,0.7445111,0.46878743,0.51358014,0.8800757,0.4631723,0.4400641,0.93322706,0.5288221,0.5405268,0.9072854,0.5173669,0.40626612,0.8619359,0.59154654,0.5148736,0.782586,0.57935077,0.43344817,0.82432294,0.6285808,0.49287158,0.8635813,0.6231803,0.4528589,0.9165171,0.7571889,0.5019645,0.8554925,0.7524992,0.44029075,0.889722,0.8680209,0.5051302,0.8853872,0.8637694,0.4331002,0.88282967
14.493501901626587,0.39474937,0.47881022,0.66433144,0.38657427,0.48654628,0.6663043,0.38588458,0.4721945,0.7245054,0.4005651,0.49528572,0.83088607,0.3979358,0.46246052,0.7091849,0.46879265,0.5125698,0.87260115,0.4641732,0.4404641,0.9345903,0.52906364,0.53988415,0.9030686,0.5176647,0.4060515,0.84446543,0.590682,0.515017,0.8081501,0.5794934,0.43298396,0.84562767,0.6309681,0.49305278,0.870641,0.62599033,0.4525724,0.91871727,0.75929785,0.5024567,0.867347,0.75282085,0.44045663,0.8877649,0.8680997,0.5062818,0.8839931,0.86592126,0.43227845,0.8777328
15.74583911895752,0.3935871,0.47844753,0.7214539,0.38602042,0.4862555,0.63350534,0.38483644,0.4717949,0.685767,0.40085948,0.49521238,0.8275944,0.39781922,0.4624357,0.7297795,0.46845552,0.5135552,0.883574,0.46418482,0.44030738,0.9363762,0.53156376,0.54160017,0.89141446,0.51868963,0.40594658,0.8467129,0.5930551,0.5150691,0.7803493,0.57919383,0.4326453,0.8468378,0.63107,0.49366498,0.8781194,0.6255628,0.45287734,0.91271603,0.76026535,0.5023791,0.88150835,0.7537157,0.4397895,0.89753604,0.86780345,0.50622326,0.8906756,0.8636805,0.4336608,0.877169
16.973726511001587,0.39255375,0.4770947,0.77087694,0.38544476,0.48449633,0.72166616,0.38447648,0.47048903,0.73766416,0.40033752,0.49415088,0.7471159,0.39861676,0.4614055,0.82148206,0.46852383,0.51299614,0.8693714,0.46311408,0.4396542,0.9329376,0.5299831,0.5412753,0.904425,0.5179516,0.40592638,0.840272,0.59578013,0.51462865,0.77379775,0.57853717,0.4318876,0.84271014,0.6281597,0.4930605,0.8702339,0.6222906,0.45213458,0.91237473,0.75862473,0.50171256,0.8792611,0.753585,0.4395278,0.9062874,0.8678715,0.5056953,0.90679824,0.86272335,0.4332696,0.87578756
18.185667276382446,0.383077,0.4711194,0.6264205,0.3764807,0.47800446,0.64275795,0.37586522,0.46476483,0.6492447,0.39194924,0.48848748,0.80539876,0.39209348,0.45890483,0.7683915,0.44505858,0.5097339,0.8677658,0.4555759,0.4385673,0.90441614,0.4407655,0.5528193,0.65416,0.50463986,0.41102344,0.65810657,0.43976492,0.60790586,0.77649593,0.5689881,0.4158845,0.7019773,0.6197976,0.48793322,0.9088278,0.61761683,0.44711667,0.88461584,0.7537025,0.5001573,0.84338003,0.7522198,0.43727842,0.8878855,0.8561981,0.50662094,0.88852066,0.8633503,0.43363222,0.7604136
19.359684467315674,0.42571375,0.4619727,0.5914793,0.41629693,0.47029224,0.7069412,0.4158884,0.4584108,0.7333326,0.42898297,0.48532993,0.78679013,0.4230458,0.45955712,0.660688,0.50408304,0.4899325,0.841977,0.4972634,0.4666453,0.8407672,0.599634,0.49037528,0.5826666,0.5918527,0.47702557,0.57065237,0.68384284,0.4851841,0.50731826,0.67416,0.47847763,0.40995842,0.661296,0.48488837,0.90842694,0.65423137,0.4563124,0.8703012,0.76904666,0.521636,0.8969631,0.7482126,0.41535458,0.818641,0.8690629,0.5714315,0.8694486,0.86510456,0.4384639,0.81089497
20.562636375427246,0.3557412,0.48505345,0.70870614,0.34394503,0.49181563,0.6308003,0.34580785,0.47862574,0.70643854,0.3475877,0.5008734,0.7986727,0.35134763,0.4715162,0.81388754,0.40052804,0.5186432,0.8717117,0.4166195,0.45743343,0.8918923,0.40046358,0.5705354,0.58238083,0.4796649,0.44758558,0.754559,0.37666237,0.53413343,0.47152784,0.53202075,0.46970883,0.7244009,0.5553243,0.50932074,0.88113475,0.5558397,0.47449714,0.89476204,0.63733995,0.44661847,0.51462233,0.6925687,0.4825326,0.6524412,0.7194673,0.39971358,0.27674782,0.81812584,0.4908645,0.66523635
21.765584468841553,0.37806672,0.49496934,0.66873753,0.3679037,0.5011608,0.63191235,0.37044764,0.49236417,0.7077556,0.3697512,0.5191836,0.7255398,0.37397796,0.4937067,0.45751116,0.41911778,0.5428435,0.84813577,0.43630967,0.48976824,0.7693581,0.43261275,0.5392382,0.29683995,0.51260245,0.4958174,0.47365066,0.40757307,0.48219392,0.44864985,0.5783132,0.4960339,0.24632478,0.5849873,0.52219933,0.77745146,0.58598316,0.49714333,0.86761093,0.71220183,0.48919758,0.7308338,0.7194459,0.50001276,0.6960547,0.82780665,0.4835681,0.5028443,0.8386146,0.5108741,0.7346035
23.01840829849243,0.42632222,0.4984196,0.63013905,0.41319332,0.5013159,0.61522424,0.41246232,0.4996964,0.60890454,0.418203,0.51519257,0.56421185,0.41862148,0.51084274,0.6057643,0.4563445,0.5319642,0.8439256,0.47237802,0.5135583,0.79299515,0.39237958,0.5042873,0.61543036,0.55081606,0.53254944,0.1224936,0.32393438,0.46996704,0.39541328,0.4871959,0.50863415,0.03519352,0.6349944,0.53639096,0.9119893,0.6392017,0.5086857,0.89456445,0.75900793,0.56942475,0.8466124,0.75893986,0.47959778,0.8736468,0.855875,0.6158587,0.8819685,0.8597831,0.51519454,0.68500733
24.262749671936035,0.37771854,0.5019416,0.70789367,0.36944807,0.5068542,0.76903796,0.36722204,0.49515185,0.6843604,0.37826765,0.5124256,0.7139512,0.37460595,0.48230407,0.6465352,0.46729153,0.5195767,0.81771517,0.4178887,0.45708892,0.7400012,0.5415853,0.5112226,0.6010497,0.37813807,0.4168739,0.7307876,0.6118399,0.51052946,0.19810034,0.33081168,0.37191305,0.67031384,0.5995474,0.48943135,0.90138614,0.5773513,0.4495484,0.9247456,0.73774254,0.48039275,0.86740416,0.6987858,0.41070387,0.8292363,0.85684454,0.46980175,0.69421047,0.77036333,0.39347968,0.56235737
25.45321774482727,0.42440292,0.45708314,0.6483431,0.41439563,0.4604906,0.67649764,0.41215023,0.4507084,0.671624,0.41978043,0.45854178,0.7245035,0.41551024,0.4323442,0.6757741,0.49795014,0.45281425,0.83711547,0.47656423,0.41213796,0.84066963,0.5777937,0.4418694,0.6619486,0.58248997,0.42445403,0.59091175,0.6417525,0.45803195,0.51225966,0.64500076,0.4545457,0.7331721,0.6332706,0.43696308,0.8650318,0.6324429,0.39886278,0.90786725,0.757647,0.46695605,0.8505405,0.7673084,0.36579886,0.831985,0.87041783,0.4484516,0.82517564,0.8575389,0.33043352,0.8375113
26.668668508529663,0.36518905,0.40951124,0.6411857,0.35645354,0.41822824,0.61707175,0.35480797,0.4038237,0.6612872,0.36553693,0.431102,0.71503496,0.36293587,0.39801565,0.8066211,0.4346925,0.44732714,0.86752826,0.41965723,0.374261,0.8792045,0.50088865,0.4574634,0.7154266,0.45937043,0.33027443,0.79528713,0.56352854,0.42964455,0.33245903,0.39286923,0.3335689,0.299231,0.5943737,0.4125975,0.8605578,0.5887494,0.37516284,0.9345636,0.73682064,0.40125367,0.91273576,0.7352301,0.3569296,0.85536677,0.84887695,0.32993454,0.014044938,0.8598902,0.32647446,0.50736326
27.865621328353882,0.37813693,0.43924624,0.67077804,0.3682416,0.43769732,0.5607225,0.3631006,0.43435618,0.48331243,0.3704843,0.42607784,0.5612654,0.36609015,0.41472465,0.61887896,0.42181724,0.41273102,0.7018079,0.4004943,0.4059802,0.6720106,0.4364756,0.41789904,0.06031005,0.40869296,0.41030946,0.13285607,0.4984141,0.42529908,0.06873172,0.36203408,0.43612728,0.053795293,0.59569347,0.41530696,0.85423774,0.59632874,0.39245245,0.79173815,0.72361726,0.4472154,0.80627686,0.7376412,0.35002157,0.6488696,0.85341376,0.4404478,0.7258898,0.8567964,0.3186075,0.76540667
29.058079481124878,0.37169212,0.45972332,0.7251928,0.36338624,0.46676406,0.72498584,0.36194462,0.45280424,0.7897555,0.3765075,0.47298256,0.6928847,0.3729976,0.4434313,0.76104945,0.44982404,0.49072424,0.89116377,0.42173082,0.42798764,0.8973329,0.50117177,0.51889646,0.8069335,0.36603495,0.40754348,0.419678,0.5437316,0.56109494,0.69573474,0.28135824,0.42040387,0.19023226,0.60389864,0.48197713,0.937481,0.59679353,0.43841678,0.9083717,0.7500988,0.4819502,0.91391444,0.75228256,0.4283106,0.77264684,0.8697188,0.47385064,0.82228416,0.8603448,0.41887733,0.73456275
30.275498867034912,0.3706671,0.47858843,0.67772686,0.36112928,0.48694974,0.59430146,0.35885367,0.4742623,0.5841191,0.36992073,0.5007899,0.8259719,0.36683235,0.47292137,0.70515025,0.44098878,0.51559675,0.8560517,0.41098914,0.45764932,0.79027677,0.52450025,0.5436001,0.8527153,0.3404722,0.44645715,0.4451345,0.59674346,0.57319367,0.7862572,0.35821232,0.4700609,0.054960098,0.59605265,0.50508535,0.9532385,0.5967003,0.4655231,0.9436414,0.7154033,0.54681224,0.92274344,0.75339496,0.4631076,0.80665374,0.8104765,0.5790392,0.58375156,0.8659091,0.48454052,0.8321577
31.479439735412598,0.40864024,0.47937694,0.58456916,0.39186737,0.48336324,0.6763231,0.39894006,0.47525868,0.5189773,0.3911292,0.4967679,0.62059736,0.4068212,0.47564694,0.55630183,0.42119,0.52795213,0.7049713,0.47121045,0.47949,0.79503787,0.35935017,0.565467,0.5601895,0.472701,0.44481188,0.6178567,0.30727553,0.5299957,0.6916791,0.41570997,0.46095377,0.7564815,0.61115456,0.5438934,0.9242509,0.6181859,0.5056871,0.87934256,0.74150336,0.5692338,0.89343923,0.7410749,0.48532844,0.9260185,0.85069793,0.6043834,0.8429672,0.873101,0.48185855,0.87319076
32.69434571266174,0.40610534,0.49042556,0.61416733,0.38992608,0.49701044,0.64957994,0.39697856,0.4833184,0.598834,0.38721034,0.51183456,0.71350396,0.40229136,0.4825039,0.81664634,0.42134798,0.53886795,0.88494396,0.4715668,0.48285052,0.94031334,0.35680315,0.5685648,0.41175947,0.5246736,0.44553137,0.85118806,0.28694105,0.60558385,0.052379917,0.5671012,0.40046054,0.5336833,0.59567773,0.5548587,0.92417246,0.6102726,0.51813203,0.9634301,0.7379119,0.5777383,0.7018126,0.7160768,0.51625866,0.46880347,0.871215,0.6093514,0.65613544,0.8624841,0.60815597,0.031584334
33.91724491119385,0.41425353,0.47161084,0.66051584,0.4026576,0.4776921,0.64857465,0.40306562,0.4732246,0.68670756,0.4073621,0.49848628,0.6693487,0.40971726,0.48410526,0.6521785,0.44178006,0.5137456,0.8202222,0.47838408,0.47147313,0.850774,0.3807758,0.52868456,0.6921641,0.56183857,0.4741088,0.5575884,0.30708313,0.53860945,0.3206478,0.6208126,0.46012664,0.3835356,0.6203592,0.5059296,0.8309419,0.62304795,0.47033,0.86871946,0.7550912,0.5377047,0.8158371,0.75458574,0.4484066,0.80656046,0.861725,0.5843702,0.8727473,0.8686048,0.46838447,0.8356817
35.14015984535217,0.3893242,0.48713008,0.57250124,0.37749776,0.49218056,0.64940107,0.37751564,0.47947413,0.622622,0.3805157,0.4976667,0.642692,0.38074395,0.46610036,0.7080196,0.4159137,0.50393677,0.57014126,0.44460756,0.45059973,0.79589206,0.35539648,0.51874804,0.078861706,0.5307513,0.48189732,0.24934177,0.38467297,0.49747655,0.064585574,0.5609318,0.5286137,0.064693466,0.60000634,0.48091197,0.9002897,0.5871996,0.445578,0.9158134,0.75244397,0.4767983,0.81216776,0.7064583,0.42111087,0.75663847,0.8698256,0.47178084,0.842926,0.83108246,0.42358842,0.008151253
36.36602711677551,0.45451987,0.46359023,0.5253173,0.44108316,0.47034127,0.62738734,0.4389579,0.45692155,0.55145466,0.43969434,0.47460556,0.57008255,0.4359659,0.44336483,0.6370955,0.48016894,0.4846289,0.76892924,0.46822473,0.42093882,0.84025943,0.42982945,0.519866,0.40652463,0.4043728,0.38716072,0.60279393,0.43092307,0.47734886,0.5737082,0.4327795,0.43291637,0.7440397,0.65250695,0.45509753,0.9077215,0.64304113,0.41617346,0.9470891,0.77189887,0.4862921,0.8045397,0.76110053,0.36954874,0.92006534,0.8570487,0.51958764,0.8932149,0.86896765,0.32917824,0.88659906
37.55400729179382,0.35806775,0.4333059,0.7775995,0.34844586,0.44204473,0.82535976,0.34909356,0.4260926,0.8242478,0.3633128,0.454084,0.82102793,0.36357078,0.41760015,0.76706356,0.4172421,0.47197184,0.92166954,0.41314313,0.3977554,0.87923646,0.4244604,0.5186605,0.73966694,0.41881487,0.35109603,0.8321977,0.42292422,0.575895,0.624246,0.41997373,0.30363294,0.67877597,0.59617496,0.45210624,0.9628713,0.5983569,0.41098157,0.9478676,0.7426057,0.44211847,0.84192073,0.73896253,0.4143581,0.8502546,0.8535994,0.43008184,0.66560173,0.85189956,0.41418824,0.58331895
